Date,Close,High,Low,Open,Volume,crypto,solana
2020-04-10,0.9510539770126344,1.3134870529174805,0.6941869854927063,0.8320050239562988,87364276,6,2
2020-04-11,0.7768189907073975,1.0490729808807373,0.7650200128555298,0.9510539770126344,43862444,6,1
2020-04-12,0.8825070261955261,0.9566699862480164,0.7624260187149048,0.7854480147361755,38736897,5,1
2020-04-13,0.7778319716453552,0.8916029930114746,0.7739760279655457,0.8907600045204163,18211285,5,2
2020-04-14,0.6619250178337097,0.7964720129966736,0.6281690001487732,0.7778319716453552,16747614,5,1
2020-04-15,0.646651029586792,0.7049639821052551,0.6215310096740723,0.6692889928817749,13075275,5,1
2020-04-16,0.6908159852027893,0.7741919755935669,0.6251069903373718,0.6308789849281311,21346031,5,1
2020-04-17,0.6607279777526855,0.7196140289306641,0.6607279777526855,0.6893119812011719,9870810,5,1
2020-04-18,0.6810960173606873,0.7176179885864258,0.6594269871711731,0.6607279777526855,9782112,5,1
2020-04-19,0.6069689989089966,0.6846410036087036,0.5984870195388794,0.6815159916877747,9289670,5,1
2020-04-20,0.538811981678009,0.6392539739608765,0.5205780267715454,0.6129480004310608,8342616,5,1
2020-04-21,0.5876590013504028,0.6045860052108765,0.5085489749908447,0.5413870215415955,9711507,5,1
2020-04-22,0.6916009783744812,0.7069640159606934,0.5696210265159607,0.5811660289764404,18828400,5,1
2020-04-23,0.6274570226669312,0.6980770230293274,0.6003220081329346,0.6853470206260681,13485271,5,1
2020-04-24,0.6342419981956482,0.671019971370697,0.6139410138130188,0.6240209937095642,9064190,5,1
2020-04-25,0.6433290243148804,0.6709480285644531,0.6215469837188721,0.6305279731750488,7311905,5,1
2020-04-26,0.6355059742927551,0.6914989948272705,0.6311709880828857,0.6532149910926819,8320760,6,1
2020-04-27,0.5723720192909241,0.6602830290794373,0.561028003692627,0.6357139945030212,7406934,6,1
2020-04-28,0.6612930297851562,0.692147970199585,0.5684840083122253,0.5782529711723328,7470201,5,1
2020-04-29,0.7458400130271912,0.77777099609375,0.655273973941803,0.6622859835624695,8801144,6,1
2020-04-30,0.6910449862480164,0.800815999507904,0.6878809928894043,0.7471950054168701,5016892,6,1
2020-05-01,0.7287939786911011,0.7370709776878357,0.685903012752533,0.6910449862480164,4164272,6,1
2020-05-02,0.7158759832382202,0.7489809989929199,0.7079039812088013,0.7272679805755615,3441356,6,1
2020-05-03,0.6795349717140198,0.7298009991645813,0.6566159725189209,0.7147960066795349,3328344,6,1
2020-05-04,0.6674910187721252,0.7058119773864746,0.6184340119361877,0.6796249747276306,3443698,5,1
2020-05-05,0.6418370008468628,0.686214029788971,0.6264989972114563,0.6734399795532227,2847469,6,1
2020-05-06,0.6225839853286743,0.673891007900238,0.6225839853286743,0.6424540281295776,2677563,6,1
2020-05-07,0.6129779815673828,0.6322680115699768,0.5733759999275208,0.6225839853286743,3355830,6,1
2020-05-08,0.6049219965934753,0.6366180181503296,0.589851975440979,0.6129779815673828,2488195,6,1
2020-05-09,0.6045269966125488,0.6254289746284485,0.5884479880332947,0.6040419936180115,2128503,6,1
2020-05-10,0.5370339751243591,0.6123030185699463,0.5130810141563416,0.6044610142707825,2327581,8,1
2020-05-11,0.5152729749679565,0.5718600153923035,0.5051940083503723,0.5362550020217896,2098481,6,1
2020-05-12,0.5385760068893433,0.5597590208053589,0.5052509903907776,0.5133910179138184,2198625,7,1
2020-05-13,0.5505319833755493,0.564873993396759,0.5180379748344421,0.5383719801902771,2326446,6,1
2020-05-14,0.5691180229187012,0.5809460282325745,0.5501099824905396,0.5505319833755493,2047897,6,1
