Date,Close,High,Low,Open,Volume,closeLag_1,closeLag_2,closeLag_3,closeLag_4,closeLag_5,closeLag_6,closeLag_7,closeLag_8,closeLag_9,closeLag_10,closeLag_11,closeLag_12,closeLag_13,closeLag_14,closeLag_15,closeLag_16,closeLag_17,closeLag_18,closeLag_19,closeLag_20,closeLag_21,closeLag_22,closeLag_23,closeLag_24,closeLag_25,closeLag_26,closeLag_27,closeLag_28,closeLag_29,closeLag_30
2020-04-10,0.9510539770126344,1.3134870529174805,0.6941869854927063,0.8320050239562988,87364276,0.7768189907073975,0.8825070261955261,0.7778319716453552,0.6619250178337097,0.646651029586792,0.6908159852027893,0.6607279777526855,0.6810960173606873,0.6069689989089966,0.538811981678009,0.5876590013504028,0.6916009783744812,0.6274570226669312,0.6342419981956482,0.6433290243148804,0.6355059742927551,0.5723720192909241,0.6612930297851562,0.7458400130271912,0.6910449862480164,0.7287939786911011,0.7158759832382202,0.6795349717140198,0.6674910187721252,0.6418370008468628,0.6225839853286743,0.6129779815673828,0.6049219965934753,0.6045269966125488,0.5370339751243591
2020-04-11,0.7768189907073975,1.0490729808807373,0.7650200128555298,0.9510539770126344,43862444,0.8825070261955261,0.7778319716453552,0.6619250178337097,0.646651029586792,0.6908159852027893,0.6607279777526855,0.6810960173606873,0.6069689989089966,0.538811981678009,0.5876590013504028,0.6916009783744812,0.6274570226669312,0.6342419981956482,0.6433290243148804,0.6355059742927551,0.5723720192909241,0.6612930297851562,0.7458400130271912,0.6910449862480164,0.7287939786911011,0.7158759832382202,0.6795349717140198,0.6674910187721252,0.6418370008468628,0.6225839853286743,0.6129779815673828,0.6049219965934753,0.6045269966125488,0.5370339751243591,0.5152729749679565
2020-04-12,0.8825070261955261,0.9566699862480164,0.7624260187149048,0.7854480147361755,38736897,0.7778319716453552,0.6619250178337097,0.646651029586792,0.6908159852027893,0.6607279777526855,0.6810960173606873,0.6069689989089966,0.538811981678009,0.5876590013504028,0.6916009783744812,0.6274570226669312,0.6342419981956482,0.6433290243148804,0.6355059742927551,0.5723720192909241,0.6612930297851562,0.7458400130271912,0.6910449862480164,0.7287939786911011,0.7158759832382202,0.6795349717140198,0.6674910187721252,0.6418370008468628,0.6225839853286743,0.6129779815673828,0.6049219965934753,0.6045269966125488,0.5370339751243591,0.5152729749679565,0.5385760068893433
2020-04-13,0.7778319716453552,0.8916029930114746,0.7739760279655457,0.8907600045204163,18211285,0.6619250178337097,0.646651029586792,0.6908159852027893,0.6607279777526855,0.6810960173606873,0.6069689989089966,0.538811981678009,0.5876590013504028,0.6916009783744812,0.6274570226669312,0.6342419981956482,0.6433290243148804,0.6355059742927551,0.5723720192909241,0.6612930297851562,0.7458400130271912,0.6910449862480164,0.7287939786911011,0.7158759832382202,0.6795349717140198,0.6674910187721252,0.6418370008468628,0.6225839853286743,0.6129779815673828,0.6049219965934753,0.6045269966125488,0.5370339751243591,0.5152729749679565,0.5385760068893433,0.5505319833755493
2020-04-14,0.6619250178337097,0.7964720129966736,0.6281690001487732,0.7778319716453552,16747614,0.646651029586792,0.6908159852027893,0.6607279777526855,0.6810960173606873,0.6069689989089966,0.538811981678009,0.5876590013504028,0.6916009783744812,0.6274570226669312,0.6342419981956482,0.6433290243148804,0.6355059742927551,0.5723720192909241,0.6612930297851562,0.7458400130271912,0.6910449862480164,0.7287939786911011,0.7158759832382202,0.6795349717140198,0.6674910187721252,0.6418370008468628,0.6225839853286743,0.6129779815673828,0.6049219965934753,0.6045269966125488,0.5370339751243591,0.5152729749679565,0.5385760068893433,0.5505319833755493,0.5691180229187012
2020-04-15,0.646651029586792,0.7049639821052551,0.6215310096740723,0.6692889928817749,13075275,0.6908159852027893,0.6607279777526855,0.6810960173606873,0.6069689989089966,0.538811981678009,0.5876590013504028,0.6916009783744812,0.6274570226669312,0.6342419981956482,0.6433290243148804,0.6355059742927551,0.5723720192909241,0.6612930297851562,0.7458400130271912,0.6910449862480164,0.7287939786911011,0.7158759832382202,0.6795349717140198,0.6674910187721252,0.6418370008468628,0.6225839853286743,0.6129779815673828,0.6049219965934753,0.6045269966125488,0.5370339751243591,0.5152729749679565,0.5385760068893433,0.5505319833755493,0.5691180229187012,0.5597519874572754
2020-04-16,0.6908159852027893,0.7741919755935669,0.6251069903373718,0.6308789849281311,21346031,0.6607279777526855,0.6810960173606873,0.6069689989089966,0.538811981678009,0.5876590013504028,0.6916009783744812,0.6274570226669312,0.6342419981956482,0.6433290243148804,0.6355059742927551,0.5723720192909241,0.6612930297851562,0.7458400130271912,0.6910449862480164,0.7287939786911011,0.7158759832382202,0.6795349717140198,0.6674910187721252,0.6418370008468628,0.6225839853286743,0.6129779815673828,0.6049219965934753,0.6045269966125488,0.5370339751243591,0.5152729749679565,0.5385760068893433,0.5505319833755493,0.5691180229187012,0.5597519874572754,0.599120020866394
2020-04-17,0.6607279777526855,0.7196140289306641,0.6607279777526855,0.6893119812011719,9870810,0.6810960173606873,0.6069689989089966,0.538811981678009,0.5876590013504028,0.6916009783744812,0.6274570226669312,0.6342419981956482,0.6433290243148804,0.6355059742927551,0.5723720192909241,0.6612930297851562,0.7458400130271912,0.6910449862480164,0.7287939786911011,0.7158759832382202,0.6795349717140198,0.6674910187721252,0.6418370008468628,0.6225839853286743,0.6129779815673828,0.6049219965934753,0.6045269966125488,0.5370339751243591,0.5152729749679565,0.5385760068893433,0.5505319833755493,0.5691180229187012,0.5597519874572754,0.599120020866394,0.6129890084266663
2020-04-18,0.6810960173606873,0.7176179885864258,0.6594269871711731,0.6607279777526855,9782112,0.6069689989089966,0.538811981678009,0.5876590013504028,0.6916009783744812,0.6274570226669312,0.6342419981956482,0.6433290243148804,0.6355059742927551,0.5723720192909241,0.6612930297851562,0.7458400130271912,0.6910449862480164,0.7287939786911011,0.7158759832382202,0.6795349717140198,0.6674910187721252,0.6418370008468628,0.6225839853286743,0.6129779815673828,0.6049219965934753,0.6045269966125488,0.5370339751243591,0.5152729749679565,0.5385760068893433,0.5505319833755493,0.5691180229187012,0.5597519874572754,0.599120020866394,0.6129890084266663,0.6526700258255005
2020-04-19,0.6069689989089966,0.6846410036087036,0.5984870195388794,0.6815159916877747,9289670,0.538811981678009,0.5876590013504028,0.6916009783744812,0.6274570226669312,0.6342419981956482,0.6433290243148804,0.6355059742927551,0.5723720192909241,0.6612930297851562,0.7458400130271912,0.6910449862480164,0.7287939786911011,0.7158759832382202,0.6795349717140198,0.6674910187721252,0.6418370008468628,0.6225839853286743,0.6129779815673828,0.6049219965934753,0.6045269966125488,0.5370339751243591,0.5152729749679565,0.5385760068893433,0.5505319833755493,0.5691180229187012,0.5597519874572754,0.599120020866394,0.6129890084266663,0.6526700258255005,0.6244540214538574
